shipment_id,product_id,carrier_id,route_id,shipment_date,promised_delivery_date,actual_delivery_date,quantity_shipped,quantity_delivered,shipment_value_usd
S015877,P012,C05,R022,2023-12-02,2023-12-06,2023-12-06,293,293,1166140
S015878,P013,C04,R035,2023-02-07,2023-02-09,2023-02-10,233,233,436875
S015879,P001,C07,R025,2024-01-20,2024-01-21,2024-01-24,41,41,5945
S015880,P006,C05,R003,2023-02-02,2023-02-03,2023-02-06,32,32,134400
S015881,P019,C09,R011,2024-04-15,2024-04-16,2024-04-16,242,242,5505.5
S015882,P007,C08,R026,2023-05-05,2023-05-07,2023-05-07,162,162,510300
S015883,P007,C01,R042,2024-04-15,2024-04-19,2024-04-19,287,287,904050
S015884,P016,C08,R039,2022-05-25,2022-05-26,2022-05-26,269,269,893080
S015885,P020,C04,R050,2024-07-13,2024-07-17,2024-07-17,410,410,6150
S015886,P009,C09,R038,2024-07-04,2024-07-08,2024-07-08,236,236,73160
S015887,P015,C01,R030,2024-11-01,2024-11-04,2024-11-04,447,447,1184550
S015888,P006,C06,R049,2023-05-04,2023-05-05,2023-05-09,35,35,147000
S015889,P014,C05,R004,2024-12-11,2024-12-15,2024-12-15,359,359,2225800
S015890,P009,C09,R008,2024-11-16,2024-11-18,2024-11-18,122,122,37820
S015891,P009,C02,R043,2024-08-10,2024-08-11,2024-08-11,358,358,110980
S015892,P016,C07,R030,2024-08-17,2024-08-20,2024-08-22,282,282,936240
S015893,P013,C07,R007,2022-10-26,2022-10-28,2022-10-28,467,467,875625
S015894,P006,C05,R026,2023-11-28,2023-11-30,2023-11-30,273,273,1146600
S015895,P016,C08,R024,2023-02-06,2023-02-11,2023-02-14,461,461,1530520
S015896,P017,C04,R043,2024-11-26,2024-11-27,2024-11-27,21,21,388.5
S015897,P020,C06,R002,2022-11-13,2022-11-17,2022-11-18,452,452,6780
S015898,P017,C03,R006,2024-08-09,2024-08-13,2024-08-13,275,275,5087.5
S015899,P009,C02,R007,2022-05-15,2022-05-17,2022-05-17,412,412,127720
S015900,P018,C09,R026,2024-11-29,2024-12-01,2024-12-01,375,375,12750
S015901,P017,C06,R030,2023-06-22,2023-06-25,2023-06-29,100,100,1850
S015902,P003,C10,R024,2024-07-15,2024-07-20,2024-07-20,282,282,11844
S015903,P001,C08,R007,2024-09-10,2024-09-12,2024-09-12,101,101,14645
S015904,P013,C07,R045,2024-05-15,2024-05-16,2024-05-16,328,328,615000
S015905,P019,C01,R010,2024-06-03,2024-06-08,2024-06-08,158,158,3594.5
S015906,P007,C01,R042,2023-07-06,2023-07-10,2023-07-10,446,446,1404900
S015907,P008,C05,R048,2023-12-23,2023-12-25,2023-12-25,444,444,126540
S015908,P013,C03,R015,2023-07-09,2023-07-10,2023-07-10,442,442,828750
S015909,P009,C08,R010,2023-09-06,2023-09-11,2023-09-11,373,373,115630
S015910,P004,C04,R008,2024-12-09,2024-12-11,2024-12-11,155,155,11818.75
S015911,P004,C06,R042,2024-10-13,2024-10-17,2024-10-17,316,316,24095
S015912,P019,C02,R022,2023-04-06,2023-04-10,2023-04-10,416,416,9464
S015913,P014,C03,R014,2024-05-14,2024-05-18,2024-05-18,23,23,142600
S015914,P005,C09,R020,2024-09-30,2024-10-04,2024-10-04,352,352,73920
S015915,P020,C05,R018,2024-02-24,2024-02-28,2024-02-28,488,488,7320
S015916,P004,C06,R036,2023-10-06,2023-10-11,2023-10-11,156,156,11895
S015917,P016,C03,R007,2023-10-16,2023-10-18,2023-10-18,341,341,1132120
S015918,P011,C04,R032,2024-03-21,2024-03-24,2024-03-24,67,67,193630
S015919,P010,C08,R042,2024-12-26,2024-12-30,2024-12-30,216,216,1209600
S015920,P013,C02,R006,2022-08-24,2022-08-28,2022-08-28,492,492,922500
S015921,P008,C06,R047,2022-12-16,2022-12-17,2022-12-17,22,22,6270
S015922,P010,C09,R015,2024-01-28,2024-01-29,2024-01-29,178,170,996800
S015923,P016,C04,R029,2024-07-28,2024-07-29,2024-07-29,466,466,1547120
S015924,P014,C05,R018,2023-03-06,2023-03-10,2023-03-10,461,461,2858200
S015925,P007,C06,R038,2022-12-04,2022-12-08,2022-12-11,45,45,141750
S015926,P019,C09,R028,2023-09-19,2023-09-22,2023-09-22,336,336,7644
S015927,P003,C05,R005,2023-09-09,2023-09-10,2023-09-10,48,48,2016
S015928,P016,C07,R009,2022-10-13,2022-10-14,2022-10-14,316,316,1049120
S015929,P004,C05,R038,2024-08-29,2024-09-02,2024-09-02,499,499,38048.75
S015930,P002,C03,R007,2024-05-13,2024-05-15,2024-05-15,144,144,14184
S015931,P017,C01,R028,2024-02-02,2024-02-05,2024-02-05,348,348,6438
S015932,P009,C05,R028,2022-08-02,2022-08-05,2022-08-07,116,116,35960
S015933,P020,C05,R019,2023-10-05,2023-10-06,2023-10-06,183,183,2745
S015934,P012,C05,R018,2024-11-07,2024-11-11,2024-11-15,301,301,1197980
S015935,P012,C10,R009,2024-02-13,2024-02-14,2024-02-14,453,453,1802940
S015936,P004,C03,R030,2023-06-26,2023-06-29,2023-06-29,441,441,33626.25
S015937,P020,C01,R005,2024-06-11,2024-06-12,2024-06-12,449,449,6735
S015938,P004,C02,R027,2022-08-09,2022-08-11,2022-08-11,36,36,2745
S015939,P018,C02,R042,2023-12-07,2023-12-11,2023-12-12,121,121,4114
S015940,P011,C10,R025,2024-09-20,2024-09-21,2024-09-21,419,419,1210910
S015941,P008,C07,R041,2023-01-12,2023-01-13,2023-01-13,376,376,107160
S015942,P009,C06,R048,2024-11-30,2024-12-02,2024-12-04,81,81,25110
S015943,P006,C06,R016,2022-09-27,2022-10-02,2022-10-02,64,64,268800
S015944,P009,C06,R008,2023-09-12,2023-09-14,2023-09-14,58,58,17980
S015945,P003,C02,R022,2024-12-05,2024-12-09,2024-12-09,70,70,2940
S015946,P006,C02,R011,2023-07-09,2023-07-10,2023-07-10,173,173,726600
S015947,P006,C09,R038,2023-10-17,2023-10-21,2023-10-21,239,239,1003800
S015948,P002,C09,R046,2024-12-23,2024-12-26,2024-12-26,140,140,13790
S015949,P014,C05,R026,2024-05-13,2024-05-15,2024-05-15,59,59,365800
S015950,P006,C03,R002,2023-07-17,2023-07-21,2023-07-21,192,192,806400
S015951,P010,C03,R047,2023-10-12,2023-10-13,2023-10-13,132,132,739200
S015952,P001,C04,R013,2024-12-10,2024-12-11,2024-12-13,371,371,53795
S015953,P011,C07,R048,2022-11-09,2022-11-11,2022-11-11,380,380,1098200
S015954,P008,C05,R047,2022-05-21,2022-05-22,2022-05-22,136,136,38760
S015955,P002,C04,R001,2024-03-06,2024-03-07,2024-03-07,32,32,3152
S015956,P020,C02,R007,2023-09-16,2023-09-18,2023-09-18,113,113,1695
S015957,P019,C02,R045,2023-05-15,2023-05-16,2023-05-16,437,437,9941.75
S015958,P010,C04,R036,2024-06-03,2024-06-08,2024-06-08,488,424,2732800
S015959,P014,C05,R011,2024-02-02,2024-02-03,2024-02-03,320,320,1984000
S015960,P011,C04,R022,2022-05-12,2022-05-16,2022-05-16,410,410,1184900
S015961,P001,C07,R032,2024-12-06,2024-12-09,2024-12-09,160,160,23200
S015962,P002,C03,R014,2024-07-23,2024-07-27,2024-07-27,160,144,15760
S015963,P009,C05,R003,2023-11-01,2023-11-02,2023-11-02,458,458,141980
S015964,P005,C05,R034,2024-03-14,2024-03-18,2024-03-18,349,349,73290
S015965,P010,C03,R017,2024-11-16,2024-11-17,2024-11-17,438,438,2452800
S015966,P020,C09,R023,2023-07-29,2023-07-30,2023-07-30,47,47,705
S015967,P013,C04,R001,2024-09-26,2024-09-27,2024-09-27,70,70,131250
S015968,P016,C04,R019,2023-07-28,2023-07-29,2023-07-29,275,275,913000
S015969,P005,C05,R028,2024-05-19,2024-05-22,2024-05-24,165,165,34650
S015970,P007,C03,R033,2024-06-07,2024-06-08,2024-06-08,196,196,617400
S015971,P010,C06,R001,2023-08-09,2023-08-10,2023-08-10,397,397,2223200
S015972,P018,C08,R036,2023-10-25,2023-10-30,2023-10-30,211,211,7174
S015973,P007,C04,R036,2024-02-07,2024-02-12,2024-02-12,86,75,270900
S015974,P006,C07,R002,2024-01-02,2024-01-06,2024-01-06,321,321,1348200
S015975,P001,C03,R024,2023-09-16,2023-09-21,2023-09-21,164,164,23780
S015976,P001,C01,R021,2024-02-06,2024-02-07,2024-02-07,350,350,50750
S015977,P010,C02,R024,2024-04-30,2024-05-05,2024-05-05,344,344,1926400
S015978,P013,C05,R046,2022-05-27,2022-05-30,2022-05-30,331,331,620625
S015979,P008,C02,R008,2023-03-14,2023-03-16,2023-03-16,85,85,24225
S015980,P014,C10,R008,2024-08-19,2024-08-21,2024-08-21,207,207,1283400
S015981,P003,C05,R010,2023-06-14,2023-06-19,2023-06-19,479,479,20118
S015982,P003,C10,R047,2024-08-21,2024-08-22,2024-08-22,312,312,13104
S015983,P004,C06,R015,2023-09-07,2023-09-08,2023-09-08,131,131,9988.75
S015984,P013,C05,R019,2023-07-02,2023-07-03,2023-07-03,478,478,896250
S015985,P008,C09,R010,2024-06-23,2024-06-28,2024-06-29,254,254,72390
S015986,P017,C05,R018,2022-08-08,2022-08-12,2022-08-12,75,75,1387.5
S015987,P012,C04,R013,2024-07-14,2024-07-15,2024-07-15,436,436,1735280
S015988,P014,C04,R027,2024-04-17,2024-04-19,2024-04-19,160,140,992000
S015989,P007,C07,R015,2024-11-10,2024-11-11,2024-11-11,185,185,582750
S015990,P002,C10,R035,2024-10-21,2024-10-23,2024-10-23,180,180,17730
S015991,P007,C05,R018,2022-08-31,2022-09-04,2022-09-04,306,306,963900
S015992,P002,C09,R045,2024-09-12,2024-09-13,2024-09-13,370,370,36445
S015993,P016,C06,R006,2024-03-16,2024-03-20,2024-03-20,155,140,514600
S015994,P008,C01,R045,2023-12-02,2023-12-03,2023-12-03,345,345,98325
S015995,P005,C09,R005,2023-06-02,2023-06-03,2023-06-03,376,376,78960
S015996,P013,C05,R009,2024-09-29,2024-09-30,2024-09-30,482,482,903750
S015997,P017,C09,R049,2024-04-20,2024-04-21,2024-04-21,389,389,7196.5
S015998,P003,C07,R022,2024-03-24,2024-03-28,2024-03-28,61,61,2562
S015999,P002,C03,R038,2023-05-14,2023-05-18,2023-05-18,107,107,10539.5
S016000,P010,C08,R026,2024-08-21,2024-08-23,2024-08-23,234,234,1310400
S016001,P007,C02,R025,2024-08-26,2024-08-27,2024-08-27,484,484,1524600
S016002,P001,C04,R013,2023-02-08,2023-02-09,2023-02-09,259,259,37555
S016003,P012,C09,R010,2023-07-17,2023-07-22,2023-07-22,445,445,1771100
S016004,P002,C05,R006,2023-02-20,2023-02-24,2023-02-24,111,111,10933.5
S016005,P019,C10,R011,2024-02-05,2024-02-06,2024-02-06,455,455,10351.25
S016006,P020,C08,R007,2023-06-08,2023-06-10,2023-06-10,181,181,2715
S016007,P005,C04,R050,2024-10-20,2024-10-24,2024-10-24,234,234,49140
S016008,P004,C05,R029,2022-09-27,2022-09-28,2022-09-28,367,367,27983.75
S016009,P016,C05,R050,2024-09-06,2024-09-10,2024-09-10,315,315,1045800
S016010,P001,C03,R032,2024-01-29,2024-02-01,2024-02-03,359,359,52055
S016011,P017,C07,R012,2023-03-21,2023-03-23,2023-03-25,43,43,795.5
S016012,P014,C09,R019,2023-08-08,2023-08-09,2023-08-09,249,249,1543800
S016013,P006,C06,R038,2023-10-03,2023-10-07,2023-10-07,326,326,1369200
S016014,P009,C08,R004,2024-05-27,2024-05-31,2024-05-31,43,43,13330
S016015,P019,C05,R042,2023-02-26,2023-03-02,2023-03-02,474,474,10783.5
S016016,P006,C01,R050,2024-04-26,2024-04-30,2024-05-04,438,438,1839600
S016017,P019,C09,R038,2023-11-20,2023-11-24,2023-11-24,322,322,7325.5
S016018,P014,C06,R050,2024-12-23,2024-12-27,2024-12-27,331,331,2052200
S016019,P020,C03,R039,2023-05-15,2023-05-16,2023-05-16,93,93,1395
S016020,P019,C01,R045,2023-10-18,2023-10-19,2023-10-19,455,455,10351.25
S016021,P004,C04,R005,2024-09-23,2024-09-24,2024-09-24,118,118,8997.5
S016022,P017,C05,R004,2024-09-27,2024-10-01,2024-10-01,395,395,7307.5
S016023,P013,C07,R017,2024-10-31,2024-11-01,2024-11-01,159,159,298125
S016024,P001,C09,R017,2024-07-05,2024-07-06,2024-07-06,353,353,51185
S016025,P008,C04,R035,2024-05-13,2024-05-15,2024-05-15,461,461,131385
S016026,P003,C02,R003,2024-11-20,2024-11-21,2024-11-21,348,348,14616
S016027,P007,C07,R005,2024-07-26,2024-07-27,2024-07-27,265,265,834750
S016028,P020,C02,R015,2024-06-24,2024-06-25,2024-06-25,187,187,2805
S016029,P018,C04,R015,2023-07-31,2023-08-01,2023-08-01,186,186,6324
S016030,P003,C06,R026,2022-10-03,2022-10-05,2022-10-05,39,39,1638
S016031,P016,C09,R024,2023-12-01,2023-12-06,2023-12-06,306,306,1015920
S016032,P012,C09,R007,2024-11-14,2024-11-16,2024-11-16,88,88,350240
S016033,P012,C06,R038,2024-10-16,2024-10-20,2024-10-20,114,114,453720
S016034,P006,C10,R047,2023-08-27,2023-08-28,2023-08-28,251,251,1054200
S016035,P016,C09,R028,2023-04-02,2023-04-05,2023-04-06,495,495,1643400
S016036,P009,C02,R033,2024-02-21,2024-02-22,2024-02-22,99,99,30690
S016037,P006,C06,R005,2023-08-30,2023-08-31,2023-09-01,36,36,151200
S016038,P014,C05,R005,2023-06-09,2023-06-10,2023-06-11,380,380,2356000
S016039,P008,C05,R030,2023-10-14,2023-10-17,2023-10-19,41,41,11685
S016040,P013,C06,R035,2024-08-11,2024-08-13,2024-08-14,302,302,566250
S016041,P017,C05,R048,2023-01-15,2023-01-17,2023-01-21,292,292,5402
S016042,P018,C01,R013,2023-01-19,2023-01-20,2023-01-20,207,207,7038
S016043,P012,C07,R020,2023-12-09,2023-12-13,2023-12-13,146,146,581080
S016044,P007,C10,R017,2023-12-22,2023-12-23,2023-12-23,101,101,318150
S016045,P014,C06,R019,2023-04-11,2023-04-12,2023-04-12,450,450,2790000
S016046,P008,C08,R015,2024-08-14,2024-08-15,2024-08-15,346,346,98610
S016047,P005,C01,R007,2024-12-04,2024-12-06,2024-12-06,44,44,9240
S016048,P014,C01,R034,2023-05-07,2023-05-11,2023-05-11,182,182,1128400
S016049,P020,C05,R008,2022-06-21,2022-06-23,2022-06-25,187,187,2805
S016050,P005,C02,R021,2024-08-09,2024-08-10,2024-08-10,71,71,14910
S016051,P007,C04,R005,2024-12-09,2024-12-10,2024-12-10,75,75,236250
S016052,P005,C03,R022,2022-09-17,2022-09-21,2022-09-21,174,174,36540
S016053,P017,C03,R047,2023-07-04,2023-07-05,2023-07-07,398,398,7363
S016054,P011,C02,R014,2023-09-18,2023-09-22,2023-09-26,156,156,450840
S016055,P019,C05,R006,2024-12-23,2024-12-27,2024-12-27,307,307,6984.25
S016056,P009,C04,R017,2023-07-09,2023-07-10,2023-07-10,417,417,129270
S016057,P003,C05,R046,2022-08-06,2022-08-09,2022-08-09,93,93,3906
S016058,P004,C03,R029,2024-05-17,2024-05-18,2024-05-18,214,214,16317.5
S016059,P018,C05,R006,2024-12-13,2024-12-17,2024-12-17,212,212,7208
S016060,P014,C08,R001,2024-04-19,2024-04-20,2024-04-20,376,376,2331200
S016061,P007,C01,R021,2024-01-23,2024-01-24,2024-01-24,300,300,945000
S016062,P001,C05,R006,2023-09-04,2023-09-08,2023-09-08,40,40,5800
S016063,P011,C05,R023,2023-06-21,2023-06-22,2023-06-22,450,450,1300500
S016064,P014,C08,R019,2023-10-16,2023-10-17,2023-10-17,128,128,793600
S016065,P013,C08,R026,2024-06-29,2024-07-01,2024-07-05,407,407,763125
S016066,P003,C05,R014,2024-08-11,2024-08-15,2024-08-19,54,54,2268
S016067,P013,C05,R023,2023-06-20,2023-06-21,2023-06-21,123,123,230625
S016068,P018,C08,R050,2024-11-15,2024-11-19,2024-11-19,203,203,6902
S016069,P002,C02,R047,2023-01-11,2023-01-12,2023-01-12,245,245,24132.5
S016070,P014,C05,R020,2024-02-18,2024-02-22,2024-02-22,439,439,2721800
S016071,P009,C07,R038,2024-03-29,2024-04-02,2024-04-03,61,61,18910
S016072,P010,C05,R036,2023-01-04,2023-01-09,2023-01-13,306,306,1713600
S016073,P017,C08,R026,2023-08-25,2023-08-27,2023-08-27,272,272,5032
S016074,P003,C07,R007,2023-08-24,2023-08-26,2023-08-26,234,234,9828
S016075,P013,C06,R022,2024-01-05,2024-01-09,2024-01-09,208,208,390000
S016076,P005,C02,R048,2024-02-18,2024-02-20,2024-02-20,271,271,56910
S016077,P003,C06,R008,2023-02-02,2023-02-04,2023-02-05,123,123,5166
S016078,P012,C02,R019,2023-07-05,2023-07-06,2023-07-06,183,183,728340
S016079,P020,C05,R015,2024-10-15,2024-10-16,2024-10-16,121,121,1815
S016080,P019,C10,R027,2024-07-20,2024-07-22,2024-07-22,310,310,7052.5
S016081,P003,C03,R024,2023-12-09,2023-12-14,2023-12-14,119,119,4998
S016082,P005,C01,R001,2023-06-26,2023-06-27,2023-06-27,191,191,40110
S016083,P001,C07,R028,2024-10-11,2024-10-14,2024-10-14,132,132,19140
S016084,P011,C05,R016,2022-09-30,2022-10-05,2022-10-05,60,60,173400
S016085,P018,C05,R002,2024-11-13,2024-11-17,2024-11-17,77,77,2618
S016086,P005,C03,R031,2024-02-22,2024-02-23,2024-02-23,384,384,80640
S016087,P020,C05,R030,2022-07-31,2022-08-03,2022-08-03,149,149,2235
S016088,P016,C01,R032,2022-12-14,2022-12-17,2022-12-17,158,158,524560
S016089,P007,C09,R005,2024-01-30,2024-01-31,2024-01-31,404,404,1272600
S016090,P015,C05,R028,2023-05-26,2023-05-29,2023-05-29,487,487,1290550
S016091,P015,C01,R023,2024-11-02,2024-11-03,2024-11-03,27,27,71550
S016092,P016,C06,R006,2024-08-29,2024-09-02,2024-09-02,443,443,1470760
S016093,P016,C09,R020,2022-06-27,2022-07-01,2022-07-01,369,369,1225080
S016094,P016,C04,R003,2024-02-20,2024-02-21,2024-02-21,358,358,1188560
S016095,P020,C06,R016,2024-10-24,2024-10-29,2024-10-29,26,26,390
S016096,P017,C09,R033,2023-08-08,2023-08-09,2023-08-09,31,31,573.5
S016097,P004,C01,R020,2023-12-19,2023-12-23,2023-12-23,439,439,33473.75
S016098,P017,C03,R001,2023-07-03,2023-07-04,2023-07-04,160,160,2960
S016099,P002,C06,R022,2024-07-28,2024-08-01,2024-08-01,391,391,38513.5
S016100,P009,C10,R041,2024-06-16,2024-06-17,2024-06-17,110,110,34100
S016101,P015,C09,R050,2023-04-09,2023-04-13,2023-04-13,439,439,1163350
S016102,P017,C05,R024,2023-04-10,2023-04-15,2023-04-15,478,478,8843
S016103,P014,C06,R038,2022-12-07,2022-12-11,2022-12-11,400,400,2480000
S016104,P014,C04,R041,2023-05-16,2023-05-17,2023-05-17,189,189,1171800
S016105,P009,C01,R003,2022-05-04,2022-05-05,2022-05-05,131,131,40610
S016106,P004,C07,R048,2024-02-06,2024-02-08,2024-02-12,154,154,11742.5
S016107,P003,C04,R017,2024-10-13,2024-10-14,2024-10-14,32,32,1344
S016108,P012,C02,R042,2023-11-10,2023-11-14,2023-11-14,311,311,1237780
S016109,P019,C06,R002,2024-08-30,2024-09-03,2024-09-03,339,339,7712.25
S016110,P016,C04,R030,2022-10-30,2022-11-02,2022-11-02,55,55,182600
S016111,P014,C06,R048,2024-12-08,2024-12-10,2024-12-14,287,287,1779400
S016112,P018,C10,R031,2023-07-30,2023-07-31,2023-07-31,312,312,10608
S016113,P012,C10,R025,2023-12-04,2023-12-05,2023-12-05,53,53,210940
S016114,P008,C06,R013,2022-09-23,2022-09-24,2022-09-24,490,490,139650
S016115,P019,C10,R017,2023-07-30,2023-07-31,2023-07-31,414,414,9418.5
S016116,P020,C01,R007,2024-04-19,2024-04-21,2024-04-21,485,485,7275
S016117,P012,C06,R004,2024-10-22,2024-10-26,2024-10-26,141,141,561180
S016118,P007,C10,R031,2024-03-28,2024-03-29,2024-03-29,109,109,343350
S016119,P009,C05,R007,2024-03-18,2024-03-20,2024-03-20,120,120,37200
S016120,P016,C01,R033,2023-10-28,2023-10-29,2023-10-29,183,183,607560
S016121,P019,C06,R006,2023-12-15,2023-12-19,2023-12-20,262,262,5960.5
S016122,P004,C08,R039,2024-12-20,2024-12-21,2024-12-21,395,395,30118.75
S016123,P020,C07,R016,2024-09-15,2024-09-20,2024-09-20,245,245,3675
S016124,P012,C03,R043,2024-09-26,2024-09-27,2024-09-27,253,253,1006940
S016125,P008,C10,R021,2024-09-22,2024-09-23,2024-09-23,75,75,21375
S016126,P011,C03,R045,2022-08-19,2022-08-20,2022-08-23,270,270,780300
S016127,P018,C03,R006,2024-02-03,2024-02-07,2024-02-07,125,125,4250
S016128,P011,C08,R036,2024-10-30,2024-11-04,2024-11-04,232,232,670480
S016129,P004,C09,R012,2024-01-28,2024-01-30,2024-01-30,324,324,24705
S016130,P005,C09,R023,2024-03-21,2024-03-22,2024-03-22,253,253,53130
S016131,P007,C06,R033,2024-09-08,2024-09-09,2024-09-09,176,176,554400
S016132,P011,C05,R024,2024-10-13,2024-10-18,2024-10-19,440,440,1271600
S016133,P004,C08,R023,2024-01-28,2024-01-29,2024-01-29,352,352,26840
S016134,P011,C10,R007,2023-05-04,2023-05-06,2023-05-08,307,307,887230
S016135,P007,C01,R037,2024-01-10,2024-01-11,2024-01-11,216,216,680400
S016136,P004,C10,R026,2024-01-11,2024-01-13,2024-01-13,284,284,21655
S016137,P003,C05,R009,2023-07-20,2023-07-21,2023-07-21,318,318,13356
S016138,P002,C06,R048,2023-01-09,2023-01-11,2023-01-11,148,148,14578
S016139,P020,C08,R048,2024-02-13,2024-02-15,2024-02-15,417,417,6255
S016140,P019,C01,R045,2024-05-16,2024-05-17,2024-05-17,396,396,9009
S016141,P009,C05,R038,2024-11-05,2024-11-09,2024-11-09,148,148,45880
S016142,P010,C03,R001,2024-03-31,2024-04-01,2024-04-01,394,394,2206400
S016143,P004,C03,R041,2023-05-19,2023-05-20,2023-05-20,93,93,7091.25
S016144,P010,C07,R042,2024-03-21,2024-03-25,2024-03-25,436,436,2441600
S016145,P008,C07,R016,2024-10-04,2024-10-09,2024-10-13,477,477,135945
S016146,P006,C01,R012,2023-09-04,2023-09-06,2023-09-06,373,373,1566600
S016147,P007,C04,R043,2024-10-23,2024-10-24,2024-10-24,247,247,778050
S016148,P014,C10,R047,2023-12-16,2023-12-17,2023-12-17,172,172,1066400
S016149,P014,C07,R015,2024-03-10,2024-03-11,2024-03-11,376,376,2331200
S016150,P010,C08,R005,2022-04-08,2022-04-09,2022-04-09,156,156,873600
S016151,P017,C07,R028,2023-05-03,2023-05-06,2023-05-06,305,305,5642.5
S016152,P018,C03,R047,2023-11-07,2023-11-08,2023-11-08,228,228,7752
S016153,P020,C10,R048,2023-11-13,2023-11-15,2023-11-15,101,101,1515
S016154,P020,C08,R004,2024-09-08,2024-09-12,2024-09-13,106,106,1590
S016155,P015,C04,R019,2023-05-19,2023-05-20,2023-05-20,223,223,590950
S016156,P016,C01,R050,2024-09-21,2024-09-25,2024-09-25,193,193,640760
S016157,P009,C02,R020,2022-12-08,2022-12-12,2022-12-12,444,444,137640
S016158,P011,C06,R046,2023-03-22,2023-03-25,2023-03-25,316,316,913240
S016159,P005,C05,R042,2022-06-17,2022-06-21,2022-06-21,72,72,15120
S016160,P016,C01,R045,2024-06-18,2024-06-19,2024-06-19,126,126,418320
S016161,P012,C05,R020,2023-12-22,2023-12-26,2023-12-28,266,266,1058680
S016162,P011,C09,R001,2023-10-24,2023-10-25,2023-10-25,294,294,849660
S016163,P001,C05,R032,2022-05-07,2022-05-10,2022-05-10,422,422,61190
S016164,P018,C02,R041,2024-10-09,2024-10-10,2024-10-10,242,242,8228
S016165,P010,C09,R046,2024-09-15,2024-09-18,2024-09-18,67,67,375200
S016166,P008,C04,R037,2024-12-24,2024-12-25,2024-12-25,288,288,82080
S016167,P004,C02,R012,2024-05-25,2024-05-27,2024-05-27,109,109,8311.25
S016168,P014,C02,R015,2024-11-07,2024-11-08,2024-11-08,469,469,2907800
S016169,P002,C03,R015,2022-02-08,2022-02-09,2022-02-09,133,133,13100.5
S016170,P002,C06,R014,2024-02-26,2024-03-01,2024-03-04,257,257,25314.5
S016171,P016,C05,R001,2024-05-01,2024-05-02,2024-05-02,219,219,727080
S016172,P018,C05,R046,2024-07-18,2024-07-21,2024-07-23,93,93,3162
S016173,P011,C02,R017,2023-11-18,2023-11-19,2023-11-19,263,263,760070
S016174,P015,C05,R031,2024-02-02,2024-02-03,2024-02-05,283,283,749950
S016175,P004,C09,R007,2024-05-12,2024-05-14,2024-05-14,306,306,23332.5
S016176,P012,C03,R006,2024-07-14,2024-07-18,2024-07-18,249,249,991020
S016177,P002,C02,R040,2023-11-07,2023-11-10,2023-11-12,405,405,39892.5
S016178,P006,C06,R008,2024-11-02,2024-11-04,2024-11-04,240,240,1008000
S016179,P008,C03,R017,2024-10-22,2024-10-23,2024-10-23,416,416,118560
S016180,P012,C06,R003,2023-02-24,2023-02-25,2023-02-25,330,330,1313400
S016181,P002,C10,R027,2023-12-19,2023-12-21,2023-12-25,123,123,12115.5
S016182,P003,C10,R009,2023-10-03,2023-10-04,2023-10-04,108,108,4536
S016183,P010,C06,R022,2024-04-21,2024-04-25,2024-04-25,79,79,442400
S016184,P011,C09,R003,2024-05-22,2024-05-23,2024-05-23,37,37,106930
S016185,P013,C06,R046,2024-02-07,2024-02-10,2024-02-10,346,346,648750
S016186,P015,C02,R050,2023-11-13,2023-11-17,2023-11-17,241,241,638650
S016187,P015,C01,R045,2024-10-25,2024-10-26,2024-10-26,145,145,384250
S016188,P007,C08,R026,2024-10-23,2024-10-25,2024-10-25,134,134,422100
S016189,P015,C02,R049,2024-08-31,2024-09-01,2024-09-01,233,233,617450
S016190,P006,C05,R048,2023-08-29,2023-08-31,2023-08-31,224,224,940800
S016191,P019,C05,R010,2024-04-29,2024-05-04,2024-05-04,443,443,10078.25
S016192,P006,C10,R036,2022-11-21,2022-11-26,2022-11-29,167,167,701400
S016193,P006,C09,R019,2024-10-23,2024-10-24,2024-10-24,395,395,1659000
S016194,P002,C09,R041,2024-12-27,2024-12-28,2024-12-28,393,393,38710.5
S016195,P009,C05,R014,2022-02-12,2022-02-16,2022-02-17,315,315,97650
S016196,P007,C09,R021,2023-02-11,2023-02-12,2023-02-12,267,267,841050
S016197,P016,C02,R019,2023-12-30,2023-12-31,2024-01-01,390,390,1294800
S016198,P001,C03,R023,2023-01-10,2023-01-11,2023-01-11,292,292,42340
S016199,P012,C02,R040,2023-06-12,2023-06-15,2023-06-15,58,58,230840
S016200,P001,C05,R009,2024-08-20,2024-08-21,2024-08-21,279,279,40455
S016201,P009,C09,R048,2023-03-01,2023-03-03,2023-03-03,315,315,97650
S016202,P019,C02,R019,2024-12-01,2024-12-02,2024-12-02,61,61,1387.75
S016203,P004,C05,R026,2024-05-23,2024-05-25,2024-05-25,102,98,7777.5
S016204,P015,C05,R021,2024-09-05,2024-09-06,2024-09-06,342,342,906300
S016205,P015,C08,R042,2024-05-15,2024-05-19,2024-05-19,110,110,291500
S016206,P009,C02,R018,2022-12-24,2022-12-28,2022-12-28,160,160,49600
S016207,P002,C10,R040,2023-10-21,2023-10-24,2023-10-28,95,95,9357.5
S016208,P001,C05,R048,2024-03-03,2024-03-05,2024-03-05,93,93,13485
S016209,P013,C06,R035,2023-10-16,2023-10-18,2023-10-18,189,189,354375
S016210,P009,C02,R042,2024-01-22,2024-01-26,2024-01-26,143,143,44330
S016211,P003,C01,R021,2023-06-11,2023-06-12,2023-06-12,226,226,9492
S016212,P015,C04,R032,2022-11-07,2022-11-10,2022-11-10,226,226,598900
