log_id,shipment_id,reading_timestamp,recorded_temperature_c,within_range
L00092483,S015559,2024-02-11 02:17:09,3.8,True
L00092484,S015559,2024-02-11 16:00:00,6.4,True
L00092485,S015560,2023-09-27 03:00:00,4.2,True
L00092486,S015560,2023-09-28 06:00:00,4.6,True
L00092487,S015560,2023-09-28 20:00:00,6.4,True
L00092488,S015560,2023-09-28 16:00:00,4.6,True
L00092489,S015560,2023-09-29 12:00:00,5.7,True
L00092490,S015561,2024-12-23 04:00:00,3.5,True
L00092491,S015561,2024-12-23 15:00:00,4.5,True
L00092492,S015561,2024-12-24 00:00:00,5.2,True
L00092493,S015561,2024-12-24 17:00:00,5.5,True
L00092494,S015561,2024-12-25 02:00:00,3.9,True
L00092495,S015562,2024-11-16 03:00:00,4.0,True
L00092496,S015562,2024-11-16 15:00:00,7.1,True
L00092497,S015562,2024-11-17 20:00:00,3.0,True
L00092498,S015563,2024-07-05 17:00:00,3.3,True
L00092499,S015563,2024-07-05 18:20:00,2.8,True
L00092500,S015563,2024-07-06 02:40:00,3.6,True
L00092501,S015563,2024-07-06 17:00:00,7.1,True
L00092502,S015563,2024-07-07 05:20:00,4.5,True
L00092503,S015563,2024-07-08 07:40:00,7.3,True
L00092504,S015563,2024-07-08 15:00:00,5.5,True
L00092505,S015563,2024-07-08 22:20:00,2.3,True
L00092506,S015563,2024-07-10 00:40:00,4.1,True
L00092507,S015563,2024-07-10 16:00:00,3.0,True
L00092508,S015564,2024-08-03 02:00:00,3.5,True
L00092509,S015564,2024-08-03 14:00:00,4.7,True
L00092510,S015564,2024-08-04 15:00:00,5.7,True
L00092511,S015564,2024-08-05 09:00:00,4.3,True
L00092512,S015564,2024-08-05 06:00:00,4.0,True
L00092513,S015564,2024-08-05 22:00:00,5.5,True
L00092514,S015564,2024-08-06 05:00:00,5.7,True
L00092515,S015564,2024-08-06 19:00:00,4.0,True
L00092516,S015564,2024-08-07 15:00:00,5.8,True
L00092517,S015565,2024-10-02 01:00:00,,
L00092518,S015565,2024-10-02 23:00:00,7.4,True
L00092519,S015565,2024-10-02 22:00:00,2.7,True
L00092520,S015565,2024-10-03 09:00:00,5.1,True
L00092521,S015566,2024-11-06 23:00:00,7.2,True
L00092522,S015566,2024-11-06 15:00:00,5.2,True
L00092523,S015566,2024-11-07 23:00:00,3.7,True
L00092524,S015567,2023-09-15 00:00:00,5.2,True
L00092525,S015567,2023-09-15 16:20:00,3.3,True
L00092526,S015567,2023-09-16 15:40:00,2.4,True
L00092527,S015567,2023-09-17 13:00:00,4.7,True
L00092528,S015567,2023-09-17 17:20:00,3.3,True
L00092529,S015567,2023-09-18 04:40:00,4.3,True
L00092530,S015567,2023-09-18 08:00:00,6.8,True
L00092531,S015567,2023-09-19 06:20:00,5.3,True
L00092532,S015567,2023-09-19 18:40:00,2.7,True
L00092533,S015567,2023-09-20 07:00:00,6.2,True
L00092534,S015568,2024-01-05 12:00:00,6.2,True
L00092535,S015568,2024-01-06 12:00:00,7.1,True
L00092536,S015568,2024-01-06 21:00:00,6.3,True
L00092537,S015568,2024-01-07 17:00:00,7.6,True
L00092538,S015569,2023-03-11 00:00:00,5.5,True
L00092539,S015569,2023-03-11 18:00:00,2.7,True
L00092540,S015569,2023-03-12 09:00:00,6.6,True
L00092541,S015569,2023-03-13 00:00:00,3.2,True
L00092542,S015569,2023-03-13 10:00:00,3.2,True
L00092543,S015569,2023-03-13 20:00:00,4.5,True
L00092544,S015569,2023-03-14 17:00:00,4.1,True
L00092545,S015570,2024-12-11 00:00:00,6.7,True
L00092546,S015570,2024-12-12 11:00:00,7.1,True
L00092547,S015570,2024-12-12 13:00:00,5.3,True
L00092548,S015571,2024-06-18 00:00:00,6.5,True
L00092549,S015571,2024-06-19 00:40:00,4.5,True
L00092550,S015571,2024-06-19 04:20:00,4.4,True
L00092551,S015571,2024-06-19 08:00:00,6.4,True
L00092552,S015571,2024-06-19 18:40:00,3.9,True
L00092553,S015571,2024-06-20 15:20:00,2.6,True
L00092554,S015571,2024-06-21 08:00:00,7.1,True
L00092555,S015571,2024-06-22 00:40:00,7.4,True
L00092556,S015571,2024-06-21 23:20:00,5.6,True
L00092557,S015571,2024-06-22 18:00:00,6.3,True
L00092558,S015572,2024-06-28 15:00:00,5.5,True
L00092559,S015572,2024-06-29 12:00:00,4.9,True
L00092560,S015572,2024-06-30 07:00:00,2.7,True
L00092561,S015572,2024-06-30 20:00:00,6.1,True
L00092562,S015573,2023-07-07 02:00:00,2.4,True
L00092563,S015573,2023-07-08 08:00:00,5.2,True
L00092564,S015573,2023-07-08 19:00:00,7.3,True
L00092565,S015574,2024-10-05 08:00:00,4.0,True
L00092566,S015574,2024-10-06 02:40:00,4.0,True
L00092567,S015574,2024-10-06 18:20:00,6.9,True
L00092568,S015574,2024-10-07 03:00:00,6.6,True
L00092569,S015574,2024-10-06 21:40:00,7.5,True
L00092570,S015574,2024-10-07 14:20:00,5.1,True
L00092571,S015574,2024-10-08 08:00:00,2.4,True
L00092572,S015574,2024-10-08 20:40:00,7.2,True
L00092573,S015574,2024-10-09 08:20:00,2.5,True
L00092574,S015574,2024-10-09 16:00:00,6.8,True
L00092575,S015575,2024-02-28 00:00:00,4.9,True
L00092576,S015575,2024-02-28 18:00:00,7.0,True
L00092577,S015575,2024-02-29 21:00:00,5.6,True
L00092578,S015575,2024-03-01 04:00:00,3.5,True
L00092579,S015575,2024-03-01 14:00:00,7.0,True
L00092580,S015575,2024-03-02 06:00:00,6.9,True
L00092581,S015575,2024-03-02 13:00:00,4.3,True
L00092582,S015575,2024-03-03 01:00:00,3.3,True
L00092583,S015575,2024-03-03 02:00:00,6.5,True
L00092584,S015576,2022-09-25 15:00:00,4.9,True
L00092585,S015576,2022-09-25 21:00:00,4.0,True
L00092586,S015576,2022-09-26 04:00:00,3.8,True
L00092587,S015577,2024-10-20 01:00:00,3.4,True
L00092588,S015577,2024-10-20 17:00:00,2.5,True
L00092589,S015577,2024-10-21 05:00:00,3.8,True
L00092590,S015577,2024-10-21 16:00:00,6.8,True
L00092591,S015578,2024-02-12 04:00:00,6.1,True
L00092592,S015578,2024-02-13 11:00:00,5.5,True
L00092593,S015578,2024-02-13 12:00:00,5.1,True
L00092594,S015579,2024-08-18 16:00:00,5.7,True
L00092595,S015579,2024-08-19 10:42:51,3.9,True
L00092596,S015579,2024-08-19 17:25:43,6.4,True
L00092597,S015579,2024-08-20 06:08:34,3.4,True
L00092598,S015579,2024-08-20 16:51:26,5.8,True
L00092599,S015579,2024-08-21 13:34:17,2.8,True
L00092600,S015579,2024-08-22 06:17:09,6.6,True
L00092601,S015579,2024-08-22 11:00:00,4.0,True
L00092602,S015580,2024-12-15 04:00:00,7.4,True
L00092603,S015580,2024-12-16 04:00:00,3.5,True
L00092604,S015580,2024-12-16 13:00:00,4.4,True
L00092605,S015580,2024-12-17 10:00:00,5.3,True
L00092606,S015580,2024-12-17 01:00:00,4.4,True
L00092607,S015580,2024-12-18 09:00:00,6.2,True
L00092608,S015580,2024-12-18 06:00:00,3.2,True
L00092609,S015581,2024-12-01 05:00:00,4.4,True
L00092610,S015581,2024-12-02 09:00:00,4.9,True
L00092611,S015581,2024-12-02 10:00:00,6.1,True
L00092612,S015582,2023-08-05 14:00:00,6.4,True
L00092613,S015582,2023-08-05 13:42:51,2.5,True
L00092614,S015582,2023-08-06 14:25:43,4.5,True
L00092615,S015582,2023-08-07 15:08:34,4.5,True
L00092616,S015582,2023-08-08 03:51:26,5.9,True
L00092617,S015582,2023-08-07 21:34:17,5.1,True
L00092618,S015582,2023-08-08 23:17:09,6.3,True
L00092619,S015582,2023-08-09 09:00:00,4.2,True
L00092620,S015583,2023-11-30 22:00:00,7.2,True
L00092621,S015583,2023-12-01 02:00:00,2.4,True
L00092622,S015583,2023-12-01 22:00:00,4.4,True
L00092623,S015584,2024-11-07 09:00:00,4.6,True
L00092624,S015584,2024-11-07 16:42:51,3.1,True
L00092625,S015584,2024-11-08 16:25:43,4.0,True
L00092626,S015584,2024-11-08 18:08:34,6.4,True
L00092627,S015584,2024-11-10 03:51:26,3.7,True
L00092628,S015584,2024-11-09 20:34:17,2.6,True
L00092629,S015584,2024-11-11 01:17:09,2.6,True
L00092630,S015584,2024-11-11 15:00:00,5.6,True
L00092631,S015585,2024-11-03 02:00:00,7.6,True
L00092632,S015585,2024-11-04 02:20:00,3.5,True
L00092633,S015585,2024-11-04 09:40:00,4.2,True
L00092634,S015585,2024-11-04 23:00:00,4.8,True
L00092635,S015585,2024-11-06 02:20:00,2.9,True
L00092636,S015585,2024-11-05 20:40:00,3.9,True
L00092637,S015585,2024-11-06 13:00:00,5.5,True
L00092638,S015585,2024-11-07 00:20:00,2.4,True
L00092639,S015585,2024-11-07 23:40:00,4.9,True
L00092640,S015585,2024-11-08 03:00:00,5.9,True
L00092641,S015586,2023-08-22 13:00:00,2.3,True
L00092642,S015586,2023-08-23 05:00:00,6.0,True
L00092643,S015586,2023-08-23 19:00:00,4.7,True
L00092644,S015587,2024-12-24 15:00:00,2.6,True
L00092645,S015587,2024-12-24 18:00:00,2.5,True
L00092646,S015587,2024-12-26 04:00:00,6.5,True
L00092647,S015587,2024-12-26 02:00:00,5.3,True
L00092648,S015588,2023-04-07 18:00:00,4.3,True
L00092649,S015588,2023-04-07 08:00:00,2.8,True
L00092650,S015588,2023-04-08 04:00:00,6.0,True
L00092651,S015588,2023-04-08 00:00:00,7.4,True
L00092652,S015589,2023-12-06 07:00:00,5.6,True
L00092653,S015589,2023-12-07 01:00:00,6.0,True
L00092654,S015589,2023-12-07 09:00:00,2.8,True
L00092655,S015589,2023-12-07 23:00:00,3.1,True
L00092656,S015590,2024-12-07 13:00:00,6.0,True
L00092657,S015590,2024-12-07 14:24:00,7.0,True
L00092658,S015590,2024-12-09 03:48:00,10.6,False
L00092659,S015590,2024-12-09 14:12:00,5.5,True
L00092660,S015590,2024-12-09 09:36:00,3.2,True
L00092661,S015590,2024-12-10 17:00:00,6.4,True
L00092662,S015591,2022-11-23 22:00:00,3.4,True
L00092663,S015591,2022-11-23 14:00:00,6.8,True
L00092664,S015591,2022-11-24 13:00:00,5.1,True
L00092665,S015591,2022-11-24 15:00:00,4.8,True
L00092666,S015592,2024-02-14 07:00:00,3.0,True
L00092667,S015592,2024-02-14 20:54:33,3.2,True
L00092668,S015592,2024-02-15 19:49:05,6.2,True
L00092669,S015592,2024-02-15 21:43:38,7.1,True
L00092670,S015592,2024-02-15 20:38:11,5.8,True
L00092671,S015592,2024-02-16 10:32:44,4.2,True
L00092672,S015592,2024-02-16 17:27:16,3.7,True
L00092673,S015592,2024-02-17 14:21:49,4.9,True
L00092674,S015592,2024-02-17 15:16:22,3.9,True
L00092675,S015592,2024-02-18 23:10:55,5.0,True
L00092676,S015592,2024-02-19 09:05:27,2.4,True
L00092677,S015592,2024-02-19 18:00:00,7.1,True
L00092678,S015593,2024-04-19 22:00:00,6.9,True
L00092679,S015593,2024-04-20 00:20:00,5.2,True
L00092680,S015593,2024-04-20 15:40:00,6.5,True
L00092681,S015593,2024-04-20 22:00:00,4.5,True
L00092682,S015593,2024-04-21 19:20:00,7.6,True
L00092683,S015593,2024-04-22 10:40:00,3.0,True
L00092684,S015593,2024-04-23 01:00:00,3.1,True
L00092685,S015593,2024-04-22 22:20:00,3.9,True
L00092686,S015593,2024-04-24 06:40:00,2.9,True
L00092687,S015593,2024-04-24 08:00:00,2.3,True
L00092688,S015594,2023-09-18 04:00:00,5.2,True
L00092689,S015594,2023-09-19 11:00:00,7.3,True
L00092690,S015594,2023-09-19 00:00:00,6.6,True
L00092691,S015595,2023-10-23 07:00:00,3.6,True
L00092692,S015595,2023-10-24 00:00:00,5.2,True
L00092693,S015595,2023-10-25 01:00:00,5.2,True
L00092694,S015595,2023-10-25 05:00:00,2.6,True
L00092695,S015596,2024-11-21 15:00:00,5.8,True
L00092696,S015596,2024-11-22 05:17:09,4.9,True
L00092697,S015596,2024-11-22 10:34:17,4.4,True
L00092698,S015596,2024-11-23 03:51:26,8.9,False
L00092699,S015596,2024-11-23 04:08:34,7.6,True
L00092700,S015596,2024-11-23 07:25:43,3.5,True
L00092701,S015596,2024-11-23 15:42:51,5.7,True
L00092702,S015596,2024-11-24 03:00:00,6.6,True
L00092703,S015597,2024-02-20 13:00:00,7.5,True
L00092704,S015597,2024-02-20 12:00:00,7.6,True
L00092705,S015597,2024-02-21 05:00:00,6.1,True
L00092706,S015597,2024-02-22 03:00:00,5.3,True
L00092707,S015597,2024-02-22 15:00:00,4.0,True
L00092708,S015597,2024-02-22 23:00:00,3.7,True
L00092709,S015597,2024-02-23 10:00:00,4.9,True
L00092710,S015597,2024-02-24 01:00:00,5.2,True
L00092711,S015597,2024-02-24 17:00:00,5.2,True
L00092712,S015598,2024-09-11 20:00:00,6.3,True
L00092713,S015598,2024-09-12 03:54:33,7.0,True
L00092714,S015598,2024-09-12 14:49:05,2.4,True
L00092715,S015598,2024-09-13 06:43:38,2.4,True
L00092716,S015598,2024-09-13 09:38:11,7.6,True
L00092717,S015598,2024-09-13 16:32:44,3.3,True
L00092718,S015598,2024-09-14 10:27:16,7.1,True
L00092719,S015598,2024-09-14 06:21:49,6.6,True
L00092720,S015598,2024-09-15 05:16:22,5.1,True
L00092721,S015598,2024-09-15 14:10:55,2.5,True
L00092722,S015598,2024-09-16 01:05:27,1.0,False
L00092723,S015598,2024-09-16 12:00:00,2.7,True
L00092724,S015599,2024-08-24 21:00:00,6.2,True
L00092725,S015599,2024-08-24 12:00:00,4.1,True
L00092726,S015599,2024-08-24 16:00:00,3.3,True
L00092727,S015599,2024-08-25 11:00:00,4.1,True
L00092728,S015600,2023-06-07 21:00:00,5.5,True
L00092729,S015600,2023-06-08 05:00:00,3.1,True
L00092730,S015600,2023-06-08 16:00:00,3.1,True
L00092731,S015600,2023-06-08 19:00:00,7.2,True
L00092732,S015600,2023-06-09 13:00:00,6.9,True
L00092733,S015600,2023-06-09 16:00:00,2.4,True
L00092734,S015600,2023-06-10 22:00:00,6.3,True
L00092735,S015600,2023-06-10 22:00:00,5.1,True
L00092736,S015600,2023-06-11 13:00:00,5.8,True
L00092737,S015601,2022-08-07 02:00:00,,
L00092738,S015601,2022-08-08 00:40:00,3.0,True
L00092739,S015601,2022-08-08 16:20:00,7.3,True
L00092740,S015601,2022-08-08 10:00:00,2.4,True
L00092741,S015601,2022-08-09 08:40:00,2.8,True
L00092742,S015601,2022-08-10 00:20:00,5.4,True
L00092743,S015601,2022-08-10 05:00:00,2.3,True
L00092744,S015601,2022-08-10 10:40:00,7.7,True
L00092745,S015601,2022-08-11 06:20:00,2.5,True
L00092746,S015601,2022-08-11 07:00:00,5.7,True
L00092747,S015602,2023-10-21 05:00:00,7.0,True
L00092748,S015602,2023-10-22 01:20:00,5.2,True
L00092749,S015602,2023-10-22 07:40:00,5.9,True
L00092750,S015602,2023-10-23 06:00:00,6.5,True
L00092751,S015602,2023-10-23 21:20:00,5.3,True
L00092752,S015602,2023-10-24 17:40:00,9.9,False
L00092753,S015602,2023-10-24 18:00:00,4.0,True
L00092754,S015602,2023-10-25 02:20:00,6.8,True
L00092755,S015602,2023-10-26 01:40:00,6.5,True
L00092756,S015602,2023-10-26 03:00:00,2.4,True
L00092757,S015603,2024-04-13 03:00:00,4.6,True
L00092758,S015603,2024-04-13 19:40:00,4.0,True
L00092759,S015603,2024-04-14 14:20:00,3.2,True
L00092760,S015603,2024-04-14 18:00:00,5.4,True
L00092761,S015603,2024-04-15 06:40:00,2.7,True
L00092762,S015603,2024-04-15 07:20:00,3.3,True
L00092763,S015603,2024-04-15 23:00:00,3.4,True
L00092764,S015603,2024-04-16 16:40:00,2.5,True
L00092765,S015603,2024-04-17 11:20:00,2.8,True
L00092766,S015603,2024-04-17 06:00:00,4.6,True
L00092767,S015604,2022-04-06 18:00:00,7.2,True
L00092768,S015604,2022-04-07 10:00:00,4.3,True
L00092769,S015604,2022-04-07 02:00:00,3.4,True
L00092770,S015604,2022-04-08 01:00:00,7.2,True
L00092771,S015604,2022-04-08 09:00:00,4.5,True
L00092772,S015604,2022-04-08 12:00:00,4.0,True
L00092773,S015604,2022-04-09 09:00:00,7.5,True
L00092774,S015604,2022-04-10 00:00:00,5.0,True
L00092775,S015604,2022-04-10 08:00:00,7.0,True
L00092776,S015605,2022-04-15 17:00:00,3.2,True
L00092777,S015605,2022-04-15 17:00:00,6.5,True
L00092778,S015605,2022-04-16 10:00:00,7.0,True
L00092779,S015605,2022-04-16 14:00:00,6.4,True
L00092780,S015605,2022-04-17 00:00:00,6.7,True
L00092781,S015605,2022-04-17 14:00:00,5.9,True
L00092782,S015605,2022-04-18 19:00:00,6.6,True
L00092783,S015606,2024-10-16 18:00:00,3.5,True
L00092784,S015606,2024-10-16 15:54:33,6.2,True
L00092785,S015606,2024-10-17 12:49:05,6.0,True
L00092786,S015606,2024-10-17 17:43:38,3.0,True
L00092787,S015606,2024-10-17 19:38:11,7.0,True
L00092788,S015606,2024-10-19 05:32:44,2.6,True
L00092789,S015606,2024-10-19 08:27:16,8.5,False
L00092790,S015606,2024-10-19 09:21:49,6.6,True
L00092791,S015606,2024-10-19 22:16:22,5.8,True
L00092792,S015606,2024-10-20 19:10:55,3.3,True
L00092793,S015606,2024-10-21 04:05:27,6.2,True
L00092794,S015606,2024-10-21 08:00:00,7.0,True
L00092795,S015607,2023-04-05 06:00:00,4.2,True
L00092796,S015607,2023-04-05 16:17:09,4.1,True
L00092797,S015607,2023-04-06 01:34:17,3.3,True
L00092798,S015607,2023-04-07 04:51:26,3.3,True
L00092799,S015607,2023-04-07 07:08:34,6.6,True
L00092800,S015607,2023-04-07 15:25:43,5.6,True
L00092801,S015607,2023-04-07 14:42:51,3.8,True
L00092802,S015607,2023-04-08 22:00:00,6.5,True
L00092803,S015608,2024-04-25 13:00:00,4.3,True
L00092804,S015608,2024-04-26 02:42:51,5.7,True
L00092805,S015608,2024-04-26 06:25:43,5.3,True
L00092806,S015608,2024-04-27 06:08:34,5.8,True
L00092807,S015608,2024-04-28 00:51:26,7.4,True
L00092808,S015608,2024-04-28 09:34:17,6.6,True
L00092809,S015608,2024-04-29 01:17:09,2.6,True
L00092810,S015608,2024-04-29 21:00:00,7.6,True
L00092811,S015609,2023-06-26 10:00:00,4.0,True
L00092812,S015609,2023-06-27 08:17:09,7.6,True
L00092813,S015609,2023-06-27 01:34:17,6.1,True
L00092814,S015609,2023-06-28 00:51:26,4.1,True
L00092815,S015609,2023-06-27 22:08:34,5.7,True
L00092816,S015609,2023-06-28 20:25:43,7.0,True
L00092817,S015609,2023-06-29 04:42:51,6.8,True
L00092818,S015609,2023-06-29 02:00:00,7.4,True
L00092819,S015610,2023-03-06 23:00:00,4.6,True
L00092820,S015610,2023-03-07 09:00:00,4.9,True
L00092821,S015610,2023-03-07 05:00:00,4.6,True
L00092822,S015611,2023-09-01 01:00:00,6.3,True
L00092823,S015611,2023-09-01 13:00:00,5.1,True
L00092824,S015611,2023-09-02 00:00:00,5.8,True
L00092825,S015612,2024-04-03 06:00:00,6.7,True
L00092826,S015612,2024-04-03 19:00:00,2.3,True
L00092827,S015612,2024-04-04 22:00:00,3.6,True
L00092828,S015613,2024-03-07 02:00:00,2.4,True
L00092829,S015613,2024-03-07 23:40:00,3.1,True
L00092830,S015613,2024-03-08 09:20:00,4.1,True
L00092831,S015613,2024-03-09 00:00:00,6.1,True
L00092832,S015613,2024-03-09 01:40:00,4.0,True
L00092833,S015613,2024-03-09 10:20:00,6.5,True
L00092834,S015613,2024-03-09 17:00:00,3.0,True
L00092835,S015613,2024-03-10 21:40:00,4.7,True
L00092836,S015613,2024-03-10 13:20:00,4.0,True
L00092837,S015613,2024-03-11 21:00:00,2.8,True
L00092838,S015614,2024-07-21 20:00:00,3.9,True
L00092839,S015614,2024-07-21 19:42:51,3.1,True
L00092840,S015614,2024-07-22 03:25:43,3.9,True
L00092841,S015614,2024-07-23 07:08:34,3.7,True
L00092842,S015614,2024-07-24 03:51:26,2.6,True
L00092843,S015614,2024-07-24 16:34:17,5.5,True
L00092844,S015614,2024-07-24 12:17:09,6.9,True
L00092845,S015614,2024-07-25 17:00:00,6.2,True
L00092846,S015615,2024-05-10 17:00:00,5.1,True
L00092847,S015615,2024-05-11 07:00:00,3.8,True
L00092848,S015615,2024-05-11 09:00:00,3.1,True
L00092849,S015615,2024-05-11 14:00:00,2.8,True
L00092850,S015615,2024-05-12 22:00:00,2.8,True
L00092851,S015615,2024-05-13 04:00:00,4.8,True
L00092852,S015615,2024-05-13 05:00:00,6.2,True
L00092853,S015616,2024-01-20 15:00:00,6.4,True
L00092854,S015616,2024-01-20 13:17:09,6.6,True
L00092855,S015616,2024-01-21 03:34:17,3.5,True
L00092856,S015616,2024-01-22 01:51:26,6.8,True
L00092857,S015616,2024-01-22 13:08:34,5.0,True
L00092858,S015616,2024-01-22 17:25:43,2.4,True
L00092859,S015616,2024-01-23 03:42:51,5.9,True
L00092860,S015616,2024-01-23 08:00:00,6.5,True
L00092861,S015617,2024-08-26 11:00:00,3.3,True
L00092862,S015617,2024-08-26 17:00:00,2.8,True
L00092863,S015617,2024-08-27 13:00:00,3.7,True
L00092864,S015618,2024-06-18 16:00:00,4.6,True
L00092865,S015618,2024-06-19 08:00:00,3.0,True
L00092866,S015618,2024-06-19 18:00:00,6.8,True
L00092867,S015619,2023-09-03 02:00:00,5.9,True
L00092868,S015619,2023-09-03 20:00:00,6.1,True
L00092869,S015619,2023-09-04 12:00:00,6.5,True
L00092870,S015620,2023-06-25 21:00:00,2.9,True
L00092871,S015620,2023-06-25 23:00:00,5.5,True
L00092872,S015620,2023-06-26 14:00:00,4.6,True
L00092873,S015620,2023-06-26 20:00:00,4.8,True
L00092874,S015620,2023-06-27 04:00:00,5.5,True
L00092875,S015620,2023-06-28 02:00:00,3.1,True
L00092876,S015620,2023-06-28 05:00:00,3.6,True
L00092877,S015621,2023-08-10 15:00:00,6.5,True
L00092878,S015621,2023-08-11 11:00:00,2.8,True
L00092879,S015621,2023-08-11 17:00:00,6.7,True
L00092880,S015622,2023-10-11 08:00:00,5.9,True
L00092881,S015622,2023-10-11 21:00:00,2.3,True
L00092882,S015622,2023-10-12 19:00:00,2.7,True
L00092883,S015623,2024-02-13 23:00:00,3.9,True
L00092884,S015623,2024-02-14 09:40:00,5.0,True
L00092885,S015623,2024-02-14 19:20:00,3.4,True
L00092886,S015623,2024-02-15 02:00:00,3.0,True
L00092887,S015623,2024-02-15 14:40:00,2.7,True
L00092888,S015623,2024-02-15 06:20:00,2.7,True
L00092889,S015623,2024-02-16 03:00:00,3.4,True
L00092890,S015623,2024-02-16 02:40:00,6.6,True
L00092891,S015623,2024-02-17 07:20:00,6.6,True
L00092892,S015623,2024-02-17 11:00:00,-0.8,False
L00092893,S015624,2024-06-09 22:00:00,4.8,True
L00092894,S015624,2024-06-09 23:00:00,3.6,True
L00092895,S015624,2024-06-10 12:00:00,6.0,True
L00092896,S015625,2024-08-23 02:00:00,5.2,True
L00092897,S015625,2024-08-24 00:00:00,6.0,True
L00092898,S015625,2024-08-24 06:00:00,4.2,True
L00092899,S015626,2023-02-22 12:00:00,2.5,True
L00092900,S015626,2023-02-22 14:00:00,5.6,True
L00092901,S015626,2023-02-23 11:00:00,6.2,True
L00092902,S015626,2023-02-23 23:00:00,4.5,True
L00092903,S015627,2024-03-23 05:00:00,6.4,True
L00092904,S015627,2024-03-23 22:00:00,7.2,True
L00092905,S015627,2024-03-24 05:00:00,3.5,True
L00092906,S015628,2022-09-23 23:00:00,7.0,True
L00092907,S015628,2022-09-23 16:00:00,2.5,True
L00092908,S015628,2022-09-24 20:00:00,2.8,True
L00092909,S015628,2022-09-25 05:00:00,7.4,True
L00092910,S015628,2022-09-25 05:00:00,4.4,True
L00092911,S015629,2024-02-10 03:00:00,3.4,True
L00092912,S015629,2024-02-10 10:40:00,7.0,True
L00092913,S015629,2024-02-10 22:20:00,3.7,True
L00092914,S015629,2024-02-11 10:00:00,6.4,True
L00092915,S015629,2024-02-12 00:40:00,5.0,True
L00092916,S015629,2024-02-13 04:20:00,5.3,True
L00092917,S015629,2024-02-13 00:00:00,3.2,True
L00092918,S015629,2024-02-13 06:40:00,5.4,True
L00092919,S015629,2024-02-14 10:20:00,6.8,True
L00092920,S015629,2024-02-14 21:00:00,4.7,True
L00092921,S015630,2023-09-15 11:00:00,4.8,True
L00092922,S015630,2023-09-16 03:36:00,3.6,True
L00092923,S015630,2023-09-16 17:12:00,4.7,True
L00092924,S015630,2023-09-16 04:48:00,5.0,True
L00092925,S015630,2023-09-17 02:24:00,3.2,True
L00092926,S015630,2023-09-17 13:00:00,6.9,True
L00092927,S015631,2024-07-18 12:00:00,5.1,True
L00092928,S015631,2024-07-18 17:40:00,7.1,True
L00092929,S015631,2024-07-19 05:20:00,5.5,True
L00092930,S015631,2024-07-19 08:00:00,7.5,True
L00092931,S015631,2024-07-20 02:40:00,4.6,True
L00092932,S015631,2024-07-21 01:20:00,6.5,True
L00092933,S015631,2024-07-21 08:00:00,4.2,True
L00092934,S015631,2024-07-21 10:40:00,3.0,True
L00092935,S015631,2024-07-21 14:20:00,7.0,True
L00092936,S015631,2024-07-22 20:00:00,6.1,True
L00092937,S015632,2024-04-15 17:00:00,6.6,True
L00092938,S015632,2024-04-15 15:00:00,2.7,True
L00092939,S015632,2024-04-16 02:00:00,2.5,True
L00092940,S015632,2024-04-17 06:00:00,5.4,True
L00092941,S015632,2024-04-17 12:00:00,4.8,True
L00092942,S015632,2024-04-18 08:00:00,2.6,True
L00092943,S015632,2024-04-18 14:00:00,2.8,True
L00092944,S015633,2023-10-03 21:00:00,6.2,True
L00092945,S015633,2023-10-03 19:17:09,6.4,True
L00092946,S015633,2023-10-04 05:34:17,5.2,True
L00092947,S015633,2023-10-04 16:51:26,3.1,True
L00092948,S015633,2023-10-04 17:08:34,4.2,True
L00092949,S015633,2023-10-05 17:25:43,6.7,True
L00092950,S015633,2023-10-06 01:42:51,7.2,True
L00092951,S015633,2023-10-06 15:00:00,3.9,True
L00092952,S015634,2022-09-16 13:00:00,5.6,True
L00092953,S015634,2022-09-17 02:00:00,3.3,True
L00092954,S015634,2022-09-17 05:00:00,5.0,True
L00092955,S015634,2022-09-17 17:00:00,4.7,True
L00092956,S015634,2022-09-18 23:00:00,2.4,True
L00092957,S015635,2024-12-26 19:00:00,6.5,True
L00092958,S015635,2024-12-26 15:00:00,6.9,True
L00092959,S015635,2024-12-27 08:00:00,3.8,True
L00092960,S015635,2024-12-27 12:00:00,6.0,True
L00092961,S015635,2024-12-28 21:00:00,6.7,True
L00092962,S015636,2022-05-02 06:00:00,2.4,True
L00092963,S015636,2022-05-03 05:40:00,5.4,True
L00092964,S015636,2022-05-03 01:20:00,5.2,True
L00092965,S015636,2022-05-03 20:00:00,7.6,True
L00092966,S015636,2022-05-04 07:40:00,4.6,True
L00092967,S015636,2022-05-04 15:20:00,13.9,False
L00092968,S015636,2022-05-04 19:00:00,2.4,True
L00092969,S015636,2022-05-05 23:40:00,4.1,True
L00092970,S015636,2022-05-06 12:20:00,3.8,True
L00092971,S015636,2022-05-06 15:00:00,3.1,True
L00092972,S015637,2024-12-28 01:00:00,5.9,True
L00092973,S015637,2024-12-28 14:00:00,4.8,True
L00092974,S015637,2024-12-29 17:00:00,7.6,True
L00092975,S015638,2022-07-16 04:00:00,6.1,True
L00092976,S015638,2022-07-16 21:40:00,7.0,True
L00092977,S015638,2022-07-17 12:20:00,5.6,True
L00092978,S015638,2022-07-17 22:00:00,2.9,True
L00092979,S015638,2022-07-18 00:40:00,6.8,True
L00092980,S015638,2022-07-18 17:20:00,7.0,True
L00092981,S015638,2022-07-18 16:00:00,5.3,True
